MDB::ID_MDB;MDB::Name;MDB::Zusatz;MDB::APP_Subtitel;MDB::Anz_StrasseHausNr;MDB::PLZ;MDB::Stadt;MDB::Bezirk;MDB::App_Phone;MDB::eMail_öffentlich;MDB::URL;MDB::Aus_Fahrverbindung;Öffnungszeiten;MDB::App_Breitengrad;MDB::App_Längengrad;MDB::Filiale;Edition_Kapitel;Edition_Rubriken;Edition_Text;Altersgruppe;APP_Bildbenennung;APP_Fotograf;MDB::APP_Typ
37954;Yogalila;;;Rykestr. 37;10405;Berlin;Prenzlauer Berg;030 44355943;post@yogalila.de;www.yogalila.de;U-Bhf. Eberswalder Straße, Tram M2, M10;siehe Kursplan;52,5380885;13,4216535;;Sport + Spaß;Yoga;"In den ansprechenden Räumen in der Rykestraße wird der Wochenplan gefüllt mit Stunden am Morgen, Mittag, Nachmittag und Abend. Angeboten werden Kurse für jeden, von Anfänger bis Könner. Im Haus hat man Erfahrung mit Yoga-Kinderkursen.
Außerdem ist auch während der Schwangerschaft und für die Zeit mit Baby ein Menge im Angebot. ";;tip_37954.jpg;;adress
37508;Caramba tanz & co;;;Greifswalder Straße 207;10405;Berlin;Prenzlauer Berg;030 22435352;info@caramba-berlin.de;www.caramba-berlin.de;S-Bhf. Greifswalder Straße, Bus 142, 156, 200, Tram M4, M10, M13, 12;kursabhängig;52,5327428;13,4285832;;Sport + Spaß;Tanzen;Caramba - rufen Menschen in Spanien und Lateinamerika, wenn sie etwas begeistert. Der Name passt perfekt zu diesem Ort des Entdeckens und Staunens: über die eigene Talente und das kreative Potential, das in einem steckt. Das Angebot für Erwachsene und Kinder ist groß. Die Kurse umfassen Kindertanz, Kurse Just for Boys, Akrobatik, Anusara-Yoga, Pilates, zeitgenössischen Tanz, ein Profitraining, aber auch Personal Trainer. ;;tip_37508.jpg;Caramba;adress
37509;Kikentai Berlin;;;Palisadenstr. 49;10243;Berlin;Friedrichshain;0172 3162359;info@kikentai-berlin.de;www.kikentai-berlin.de;U+S-Bhf. U5, U-Bhf. Strausberger Platz, Bus 142, 347 , Tram M5, M6, M8 ;siehe Kursplan;52,51813;13,44006;;Sport + Spaß;Kampfsport;Bei Kikentai können schon die Zweijährigen über die Matten purzeln. Aber bald gehen die motorischen Fertigkeiten übers Hüpfen, Kriechen, Balancieren, Schieben und Fangen hinaus. Eine Rückwärtsrolle ist ein gekonnter Einstieg ins Leben, das nicht immer ohne Hindernisse verläuft. Die Trainer von Kikentai geben den Kindern in den Aikido- und Selbstbehauptungskursen durch Spaß und Spiele die hierfür nötige Kraft. Aber auch die Eltern sind hier gern gesehen!;;tip_37509.jpg;Samantha Dietmar ;adress
32078;Boulderworx;;;Berliner Straße 46;10713;Berlin;Wilmersdorf;030 79784646;info@boulderworx.de;www.boulderworx.de;U-Bhf. Blissestraße, Bus 101, 104;"""Mo, Mi+Do 10-22 Uhr; Di 17-22, Fr-So 17-22 Uhr
in Sommerferien keine Kinderkurse""";52,48689;13,31811;;Sport + Spaß;Klettern;Bouldern, das ist Klettern ohne Seil bis zu einer Höhe, aus der man noch abspringen kann. Kids ab drei Jahren können zum Schnupperklettern kommen. Wer gar nicht mehr von der Wand zu pflücken ist, kann regelmäßig mit Gleichaltrigen in der Gruppe trainieren. Für Geburtstagsgesellschaften gibt es spannende Kletterspiele, Motto-Partys und der Kuchen darf mitgebracht werden.;;tip_32078.jpg;Elke Stamm;adress
29665;Der Kegel;;;Revaler Straße 99;10245 ;Berlin;Friedrichshain;030 66766837;info@derkegel.de;www.derkegel.de;U+S-Bhf. Warschauer Straße, Bus 347, Tram M10, M13;Mo 14–23 Uhr, Di, So, Feiertage 10–23 Uhr;52,50816;13,45176;;Sport + Spaß;Klettern;;;tip_29665.jpg;;adress
35729;Mount Mitte;;;Caroline-Michaelis-Straße 8;10115;Berlin;Mitte;030 555 77 89 22;info@mountmitte.de;www.mountmitte.de;S-Bhf. Nordbahnhof;Mo-Fr ab 14 Uhr, Sa+So ab 10 Uhr;52,533877;13,383225;;Sport + Spaß;Klettern;;;tip_35729.jpg;;adress
35616;Ostbloc;Bouldern in Berlin;;Hauptstraße 13;10317;Berlin;Lichtenberg;030 55499422;info@ostbloc.de;www.ostbloc.de;S-Bhf. Betriebsbahnhof Rummelsburg;tgl. 10-23 Uhr (auch an Feiertagen);52,49198;13,48947;;Sport + Spaß;Klettern;Direkt an der Rummelsburger Bucht gelegen lebt die Boulderhalle in der Nähe vom Ostkreuz vom Charme des Industriegeländes, das im schönen Kontrast zur benachbarten schnieken Reihenhaussiedlung steht. In heller freundlicher Atmosphäre kann man sich in sieben verschiedenen Schwierigkeitsgraden austoben, wobei ein Farbsystem von gelb = leicht bis grau = extrem die Orientierung erleichtert. Ein besonderes Highlight ist die 50 m Henkeltraverse direkt über der Matte für das Training der Megaausdauer. Der gesamte Boden ist mit 30 cm hohen Niedersprungmatten verkleidet, sodass selbst im Ernstfall kaum etwas passieren kann. Für die ganz Kleinen gibt es außerdem einen abgetrennten Raum zum Toben. Eine Bar hält Erfrischungen und Kuchen bereit und wer nur schauen will hat von der riesigen Indoorterasse über der Arena einen Superblick aufs Geschehen oder wahlweise auf die Spree.;;tip_35616.jpg;;adress
38101;Waldhochseilgarten Jungfernheide;;;Heckerdamm 260, im Volkspark Jungfernheide ;13627;Berlin;Charlottenburg;030 34094818;;www.waldhochseilgarten-jungfernheide.de;U-Bhf. Jakob-Kaiser-Platz;Mo-Fr ab 11 Uhr, Sa+So, Feiertage ab 9 Uhr bis eine Stunde vor Sonnenuntergang. Letzte Einweisung: 18 Uhr;52,54083;13,28268;"Wuhlheide
April–Nov. tgl. 10–19, manchmal auch Di, Fr, Sa, So 10–18 Uhr (genaue Zeiten siehe Internet), An der Wuhlheide 199 | Eintritt 15–17, erm. 9–14 Euro | Tel. 030 30 13 52 67 | www.kletterwald-wuhlheide.de | S-3 Wuhlheide (233 E4)

Potsdam
März–Nov. 10–spätestens 19 Uhr (je nach Jahreszeit u. Wetter früher) | Albert-Einstein-Str. 49 | 21, 8–18 Euro erm. | Tel. 0331 6 26 47 83 | www.abenteuerpark.de";Sport + Spaß;Klettern;"Gleich beim Wasserturm in der Jungfernheide spinnt sich ein großes Netz an Brücken, Seilen und Lianen durch den Buchenwald. Bis zu drei Stunden kann man hier durch die Wipfel ""spazieren"". Für Kinder ab sechs gibt es zwei Parcours, die leicht zu absolvieren sind - aber deshalb nicht weniger Spaß machen. Erwachsene können bis 17 Meter hoch hinaus. Also, festes Schuhwerk angezogen, das Haar mit einem Zopfgummi verzurrt und ab in luftige Gefilde!  Warum nicht auch mal den Geburtstag kletternd verbringen?";;tip_38101.jpg;Waldhochseilgarten Jungfernheide;adress
10051;Strandbad Wannsee;;;Wannseebadweg 25;14129;Berlin;Zehlendorf;030 8035450;;www.berlinerbaederbetriebe.de  www.strandbadwannsee.de;S-Bhf. Wannsee, Nikolassee, Bus 118, 218, 318;27.4.-21.6. Mo-Fr 10-19 Uhr, Sa+So 8-20 Uhr, 22.6.-4.8. Mo-Fr 9-20 Uhr, Sa+So 8-21 Uhr, 5.-30.8. Mo-Fr 10-20 Uhr, Sa+So 8-20 Uhr, 31.8.-29.9. tgl. 10-19 Uhr;52,4369;13,17944;;Sport + Spaß;Schwimmbäder;"""Pack die Badehose ein"", so trällerte Conny Froboess und traf damit den Zeitgeist im Berlin der 50er Jahre - der Wunsch nach Spaß und positiven Impulsen. Das ""Weltstadtbad"" aus den 20ern wurde zum beliebten Ausflugsziel und ist es bis heute geblieben. An Spaß- und Sportaktivitäten mangelt es nicht, Bootsverleih, Spielplatz und Ballspielfelder sind vorhanden. Viele gastronomische Angebote machen den Tag am See perfekt.";;tip_10051.jpg;Berliner Bäder Betriebe;adress
27310;Skatehalle Berlin;;;Revaler Straße 99;10245;Berlin;Friedrichshain;030 29362966;;www.skatehalle-berlin.de, www.derkegel.de;U+S-Bhf. Warschauer Straße, U-Bhf. Warschauer Straße, S-Bhf. Warschauer Straße;"""Oktober-April: Mo 14-20 Uhr, Di-Fr 14-24 Uhr, FSa 12-24 Uhr, So 12-20 Uhr; Mai-September: Di 14-22 Uhr, Mi & Fr 14-24 Uhr, Do, 14-20 Uhr, Sa 12-24 Uhr, So 12-20 Uhr""";52,5073668;13,4505486;;Sport + Spaß;Skateparks;Auf dem Gelände des RAW-Tempels, wo mittlerweile auch der 1. Berliner Skateboardverein seinen Stammsitz hat, steht die 1.600m◊ großen Skatehalle. Ramps, Curbs und Rails sind für Biker, Skater und Inliner allen Alters da. Wer mit seinen Freunden auf dem Brett feiern will, kann sich für die Geburtstagsfeier einen persönlichen Trainer wünschen. Danach gibt es im Sommergarten oder im hauseigenen Café eine verdiente Stärkung. ;;tip_27310.jpg;Adam Sello;adress
42336;Lokalhalle Schöneberg;im Natur-Park Schöneberger Südgelände;;Priesterweg 47-49;10829;Berlin;Schöneberg;030 25 48 98 08;;www.theforsythecompany.com;S-Bhf. Priesterweg, Bus M76, X76, 170, 246;;52,459291;13,356349;;Sport + Spaß;Erlebnisorte;;;tip_42336.jpg;;adress
40518;Die Wunschkiste;;;;;;;030 55872793;info@diewunschkiste.com;www.diewunschkiste.com;;;;;;Sport + Spaß;Event-Agenturen;Kindergeburtstage, Familienfeste oder Firmenevents verzaubern kann man mit den Magie- und Artistik-Angebot der Wunschkiste. Dabei wird für jedes Geburtstagskind ein individuelles Konzept erstellt, angepasst an Alter und Interessen.;;tip_40518.jpg;Esther Bauer;adress
37692;Reisemeise;;;Goethestraße 51;13086;Berlin;Weißensee;030 29669907;info@reisemeise.com;www.reisemeise.com;;kein Ladengeschäft;52,5538816;13,438108;;Sport + Spaß;Feriencamps + -Fahrten;Der erste Urlaub ohne Eltern ist immer etwas ganz besonderes. Ob ins Surfcamp, Klettercamp oder ins Baumhaus Feriencamp. Die Ferienreisen der Reisemeise sind auf Kinderbedürfnisse zugeschnitten. Die Kinderreisen versprechen jede Menge Abenteuer. Natürlich bietet Reisemeise auch Urlaubsreisen für die ganze Familie an.;;tip_37692.jpg;Reisemeise;adress
40519;Glücksmama;;;, verschiedene Orte in Berlin und Potsdam;;;;030 67515840;info@gluecksmama.de;www.gluecksmama.de;;;;;;Sport + Spaß;Sport mit Baby + Kleinkind;Nach der Rückbildungsgymnastik suchen viele Mütter nach einem Aufbaukurs und genau diesen bietet das Glücksmama-Konzept. Zusammen mit dem Baby stehen Kräftigung, Ausdauer, Singen und Tanzen auf dem Programm. Das Freisetzen von Glückshormonen und die ganzheitliche und langfristige Begeisterung für Bewegung sind dabei nur einige der Ziele bei den Indoor- und Outdoor-Kursen.;;tip_40519.jpg;Mark Lehmann;adress
22892;Jugendfarm Moritzhof;;;Schwedter Straße 90;10437;Berlin;Prenzlauer Berg;030 44024220;moritzhof@netzwerkspielkultur.de;www.jugendfarm-moritzhof.de;U+S-Bhf. Schönhauser Allee, Bus 247, Tram M10;Mo-Fr 11.30-18, Sa 13-18 Uhr;52,548296;13,4003735;;Tier + Natur;Kinderbauernhöfe;"Auf dem städtischen Bauernhof gibt es nicht unbedingt viele tierische Bewohner. Dafür sind es starke Charaktere, die die Kinder bei der Hofarbeit und Pflege näher kennen lernen. Täglich finden hier andere pädagogisch betreute Angebote statt: Von Töpfern und Gärtnern bis Schmieden oder Korbflechten ist alles dabei. Hauptsache, es können auch eigene Ideen eingebracht werden!
";;tip_22892.jpg;;adress
11560;Kinderbauernhof in der ufa-Fabrik;Internationales Kultur Centrum;;Viktoriastraße 13;12105;Berlin;Tempelhof;030 7517244;kinderbauernhof@nusz.de;www.kinderbauernhof.nusz.de;U-Bhf. Ullsteinstraße, Bus 170, N6;"Mo-Fr 13-18 Uhr (für Kinder von 6 bis 14 Jahre), ab 16-18 Uhr für Kleinkinder mit Eltern, Sa+So, Feiert. 12-1 Uhr Kinder und Familien, in den Ferien ab 10 Uhr; im Winter nur bis 17 Uhr";52,44381;13,30264;;Tier + Natur;Kinderbauernhöfe;Ab mittags gibt es hier täglich ein offenes Betreuungsangebot für Schulkinder. Ponyreiten, Fahrradwerkeln, Tanz- und Bastelstunden,  gehören dazu. Und natürlich viel Platz und Möglichkeit zum Toben und Spielen, zum Natur zu entdecken und pelzige Freunde zu finden. Die pädagogischen Betreuer sind immer anwesend und stehen den Kindern mit Rat und Tat zur Seite.;;tip_11560.jpg;Kai Tholen | pixelio.de;adress
32790;Kinderbauernhof Mauerplatz e.V.;;;Adalbertstraße 67/68, Ecke Bethaniendamm;10999;Berlin;Kreuzberg;0174 4037917;info@kbh-mauerplatz.de;www.kbh-mauerplatz.de;U-Bhf. Kottbusser Tor, Moritzplatz, Bus M29, 140;tgl.10-18 Uhr, im Winter bis 17 Uhr;52,505009;13,422074;;Tier + Natur;Kinderbauernhöfe;"Dieser Kinderbauernhof ist nicht nur der älteste von Berlin, sondern auch wie ein ""heilendes"" Unkraut genau da gewachsen, wo er gebraucht wird. Was als Eigeninitiative 1981 begann, ist inzwischen ein offener Spiel- und Lernort, an dem Kinder lernen können Verantwortung zu übernehmen: Patenschaften für Tiere übernehmen oder Futter- und Heilpflanzen anbauen. Spätestens Ende 2013 wird auch das neue Gebäude fertig sein.";;tip_32790.jpg;M.E. | pixelio.de;adress
10013;Kinderbauernhof Pinke-Panke;;;Am Bürgerpark 15-18;13156;Berlin;Pankow;030 47552593;info@kinderbauernhof-pinke-panke.de;www.kinderbauernhof-pinke-panke.de;S-Bhf. Schönholz, Wollankstraße, Bus M27, 255;Sommer: Di-Fr 12-18.30 Uhr, Sa+So, Ferien 10-18.30 Uhr, Winter:  Di-Fr 12-17.30 Uhr, Sa, So, Ferien 10-17.30 Uhr;52,569187;13,388836;;Tier + Natur;Kinderbauernhöfe;Aus einem verödeten Stück Mauerstreifen ist inzwischen eine richtige Großstadtoase geworden. Selbstgebaute Fachwerkhäuser ersetzen größtenteils die provisorischen Bauwägen. Ein Lehmbau dient als geräumiges Spielhaus bei Regenwetter und in der Feuerhütte können sich die Bauarbeiter vom Hüttenbauplatz aufwärmen. Außerdem sind auf dem Areal 70 Tiere zu versorgen und ein Gemüsegarten macht das Landerlebnis perfekt. ;;tip_10013.jpg;;adress
10014;Weddinger Kinderfarm;;;Luxemburger Straße 25;13353;Berlin;Wedding;030 4621092;weddinger.kinderfarm@berlin.de;;U-Bhf. Amrumer Straße, Leopoldplatz, Bus 221;in der Ferienzeit: Di-So 10-18 Uhr, an den Werktagen nur angemeldete Gruppen Di-Fr 10-13 Uhr;52,54444;13,35642;;Tier + Natur;Kinderbauernhöfe;Auf der Kinderfarm gibt es viel zu tun, damit Mini-Ziegen, Ponys, Enten und Hühner versorgt sind. Die Kinder kümmern sich selbst mit viel Verantwortung um das Wohl der Tiere. Für Geburtstage steht eine Räumlichkeit auf Spendenbasis zur Verfügung, mit anschließender Ponyreitrunde. Wer mit Nadel und Faden arbeitet, der trifft sich hier mit Gleichgesinnten in der Nähwerkstatt.;;tip_10014.jpg;Heike | pixelio.de;adress
10062;Freibad Lübars;;;Am Freibad 7-9;13469;Berlin;Reinickendorf;030 53086035;;www.berlinerbaederbetriebe.de / www.strandbad-luebars.de;S-Bhf. Waidmannslust, Bus 222;bis 31.8.2013: 8-20 Uhr (8-19 Uhr bei schlechtem Wetter), 1.9 bis 30.9.: 8-19 Uhr;52,61819;13,33563;;Tier + Natur;Badeseen;Besonders Familien mit kleinen Kindern werden sich an dem 100 Meter langen Strand der naturbelassenen Anlage wohlfühlen. An heißeren Tagen kann man sich in den Baumschatten der weitläufigen Grünflächen zurückziehen. Der große Nichtschwimmerbereich ist gut markiert und mit zwei Wasserrutschen bestückt und es gibt einen großen Spielplatz. Hungrige Badegäste versorgt das Restaurant mit guter Hausmannskost. ;;tip_10062.jpg;Wiebke Heiss;adress
10065;Freibad Plötzensee;;;Nordufer 24;13351;Berlin;Wedding;030 45020123;;www.berlinerbaederbetriebe.de  www.strandbad-ploetzensee.de;S-Bhf. Beusselstraße;bis September: tgl. 9-19 Uhr (Bei gutem Wetter können sich die Öffnungszeiten verlängern.);52,54253;13,32906;;Tier + Natur;Badeseen;;;tip_10065.jpg;Josephien Apraku;adress
10066;Freibad Tegeler See;;;Schwarzer Weg;13505;Berlin;Reinickendorf;030 4341078;;www.berlinerbaederbetriebe.de;U-Bhf. U6 Alt-Tegel, S-Bhf. S25, Bus Bus 222;18.5.-14.6.: 10-19 Uhr, 15.6.-4.8.: 8-20 Uhr, 5.8.-1.9.: 10-19 Uhr;52,57828;13,24425;;Tier + Natur;Badeseen;Eine gute Nachricht vorweg: Auch 2013 kann im traditionsreichen Tegeler Freibad noch gebadet werden, längerfristig soll es saniert werden. Der mit üppigem Grün gesäumte Sandstrand, die gute Erreichbarkeit, Sprungturm, Wasserrutschen und (Ball-) Spielplätze machen das Bad zu einem beliebten Ausflugsziel für Familien. ;;tip_10066.jpg;Lars Penning;adress
10058;Seebad Friedrichshagen;;;Müggelseedamm 216;12587;Berlin;Köpenick;030 6455756;info@seebad-friedrichshagen.de;www.seebad-friedrichshagen.de;S-Bhf. Friedrichshagen, Tram 60;bis 31.8.: tgl. 10-19 Uhr;52,4465535;13,6306139;;Tier + Natur;Badeseen;;;tip_10058.jpg;Isabel Ehrlich;adress
10061;Strandbad Jungfernheide;;;Jungfernheideweg 60;13629;Berlin;Charlottenburg;030 70712412;info@badeninberlin.de;www.strandbad-jungfernheide.de;U-Bhf. Siemensdamm, Bus 123 Schweigerweg, dann 1 km zu Fuß;Juni, Juli und August: tgl. 10-20 Uhr, Mai, September: tgl. 10-19 Uhr (Öffnungszeiten können sich wetterbeding ändern, deshalb bitte die Homepage beachten);52,54378;13,27435;;Tier + Natur;Badeseen;"ruderboote,schwimmkurse sindmöglich

hüpfburg drei imbisstände,kinderecke im cafe";;tip_10061.jpg;Strandbad Jungfernheide;adress
10131;Strandbad Orankesee;;;Gertrudstraße 7;13053;Berlin;Hohenschönhausen;030 9864032;m.barnewski@web.de;www.strandbad-orankesee.de;Bus 259, Tram M4, M5, M27;bis September: tgl. 9-19 Uhr (Bei schlechtem Wetter kann es zu Einschränkungen kommen.);52,55015;13,4841;;Tier + Natur;Badeseen;Seit seiner Eröffnung 1929 wurde das Strandbad mehrmals zerstört, doch wie ein Stehaufmännchen stets wiedereröffnet. Vielleicht liegt dies am Zauber der Prinzessin Oranke, die hier nachts ihren Zauber verbreitet... oder daran, dass die Anwohner ihr Freibad so schätzen. Besonders, seit es die neue Riesenwasserrutsche gibt. Auch bei eisigen Temperaturen wird hier getaucht - beim traditionellen Winterbaden der Berliner Seehunde.;;tip_10131.jpg;Teresa Geisler;adress
10130;Strandbad Weißensee;;;Berliner Allee 155;13088;Berlin;Pankow;0160 3109687;;www.binbaden.com;Tram 13, 12, 4 Berliner Allee/ Indira-Gandhi-Straße;Badebetrieb bis September tgl. 9-19 Uhr, nach 19 Uhr auf eigene Gefahr;52,553968;13,465612;;Tier + Natur;Badeseen;Im März ist Anbaden. Warmbader können sich aber getrost noch Zeit lassen, denn die Wasserqualität des kleinen Stadtsees ist auch im Hochsommer hervorragend. Kleinkinder baden im Nichtschwimmerbereich, schwimmfeste Wasserratten versammeln sich in der Mitte des Sees zu Wasserspielen. Und dann cool unter Palmen in der Lounge abhängen.;;tip_10130.jpg;Philip Eberhard;adress
10067;Strandbad Wendenschloss;;;Möllhausenufer 30;12557;Berlin;Köpenick;030 6517171;;www.berlinerbaederbetriebe.de;Fähre von Grünau, S-Bhf. Köpenick, Tram 62;bis 30.9.: tgl 9-21 Uhr;52,41532;13,59942;;Tier + Natur;Badeseen;"Wenn hier die Sonne auf dem Fluss glitzert ist wirklich alles gut: Für Sonnenbader ist der Strand mit Liegen und Strandkörben ideal zum Entspannen. Für die Kleinen gibt's - neben dem Fluss zum ausgiebigen Planschen - einen Spielplatz. Außerdem können diverse Sport- und Spielgeräte geliehen werden. Im angegliederten Restaurant ""Seestern"" wird fürs leibliche Wohl gesorgt vom schnellen Imbiss bis zur klassischen Hausmannskost. ";;tip_10067.jpg;Sabine Käsbohrer;adress
10031;Botanischer Garten ;Berlin-Dahlem;;Königin-Luise-Platz 6-8;14195;Berlin;Zehlendorf;030 83850100;;www.botanischer-garten-berlin.de, www.bgbm.org;U-Bhf. Dahlem-Dorf, Bus X 83;Einlass und Schauhäuser bis 30 Min. vor Torschluss: August 9-20 Uhr, September 9-19 Uhr (1.9. bis 20 Uhr), Oktober 9-18 Uhr (28.-31.10. bis 16 Uhr), Botanisches Museum täglich von 10-18 Uhr;52,458716;13,304808;;Tier + Natur;Parks + Gärten;In einem der drei größten Botanischen Gärten weltweit können Träumer und Abenteurer auf eine botanische Reise um den Globus gehen - auf einem der Jahreszeitenpfade den Winter in Südafrika erschnuppern oder (seit diesem Jahr) den Ursprüngen des Kaffees auf die Schliche kommen. Für Kindergeburtstage lassen sich thematische Kinderführungen buchen, etwa Begegnungen mit fleischfressenden Pflanzen oder Hexengewächsen. ;;tip_10031.jpg;Nina Lüth;adress
37679;Meine Ernte;;;Wörthstraße 54;53177;Bonn;;0228 28617119;info@meine-ernte.de;www.meine-ernte.de;;;50,6874043;7,1457487;"Gartenbaubetrieb Vogel, Lindenberger Straße 85 (Lichtenberg); Reiterhof Lutz Gericke, Klein-Ziethener-Weg 17 (Neukölln); Gartenbaubetrieb Torsten Conson, Moosfennstraße 27, 14542 Werder an der Havel";Tier + Natur;Parks + Gärten;"Für berufstätige Stadtpflanzen bringt dieses Angebot den Traum vom eigenen Gemüsegarten in greifbare Nähe. In den bereits bepflanzten Gärten reichen 3 Stunden wöchentlichen Jäht-Zorns, um eine erfolgreiche Bio-Ernte einzufahren. Gartengeräte, Wasser und fachmännische Beratung - seit Neustem gibt es auch Workshops - stehen zudem kostenlos zur Verfügung. Mit der Gemüsegarten-Box lässt sich der Anbau auch auf den heimischen Balkon verlagern. Und vielleicht lernen die Kleinen das Wort ""Kartoffelkäfer"" noch vor ""Auto"". 

";;tip_37679.jpg;Tammo Ganders;adress
22273;Natur-Park Schöneberger Südgelände;;;Prellerweg/Priesterweg (Parkplatz), südlicher Ausgang des S-Bhf. Priesterweg;12157;Berlin;Schöneberg;030 70090624;;www.bi-suedgelaende.de;S-Bhf. Priesterweg;tgl. 9 Uhr bis Sonnenuntergang;52,459291;13,356349;;Tier + Natur;Parks + Gärten;"Die Natur hat sich das ehemalige Bahngelände zurück erobert! Um vergessene Schienen wuchert der Urwald des Naturschutzgebietes, das Besucher auf verwunschenen Pfaden erschließen (Achtung: Wege nicht verlassen). Im Ökoatelier ""Pfund-Stücke"" bietet die Künstlerin Ulla Pfund ""Kreatives Recycling"" an und dieses Jahr gibt es auch eine Fotoausstellung zum Park. Ein Wildnisspur-Geburtstag mit Steinzeitreise oder Hexenküche verspricht Abenteuerliches. ";;tip_22273.jpg;Holger Koppatsch;adress
27242;Park am Gleisdreieck;;;Tempelhofer Ufer , Eingänge: Möckernstraße, Yorckstraße;10961;Berlin;Kreuzberg;030 7009060;info@gruen-berlin.de ;http://www.gruen-berlin.de/parks-gaerten/park-am-gleisdreieck/;U-Bhf. Gleisdreieck, Möckernbrücke, Bus M29;;52,498511;13,379931;;Tier + Natur;Parks + Gärten;Die Begrünung des ehemaligen Güterbahnhofs am Gleisdreieck sind zur Hälfte abgeschlossen. Noch in diesem Jahr soll auch die Westhälfte des Parks fertiggestellt werden. Dort gibt es dann für Anwohner viel Platz auf den neu angelegten Wiesen, Spielplätzen und kleinen Wäldchen für nachbarschaftliche Begegnungen zwischen Mitte, Kreuzberg und Schöneberg.;;tip_27242.jpg;Claudia Steigleder;adress
14830;Aquarium (Zoo);;;Budapester Straße 32;10787;Berlin;Tiergarten;030 254010;;www.aquarium-berlin.de;U+S-Bhf. Zoologischer Garten, U-Bhf. Zoologischer Garten, S-Bhf. Zoologischer Garten;tgl. 9-18 Uhr;52,50603;13,34069;;Tier + Natur;Tierparks, Zoos + Aquarien;In dem imposanten Altbau verbirgt sich das größte Schauaquarium Berlins. Aus der farbenprächtigen Unterwasserwelt exotischer Flusslandschaften taucht der Besucher im ersten Stock auf, um mutig die begehbare Krokodilhalle zu durchqueren. Im obersten Stock schwirrt und quakt allerlei Getier. Die Nachtführungen in den Wintermonaten sind sehr beliebt und für Geburtstagskinder gibt es spezielle Führungen hinter die Kulissen. ;;tip_14830.jpg;;adress
10028;Tierpark Berlin-Friedrichsfelde;;;Am Tierpark 125;10319;Berlin;Lichtenberg;030 515310;;www.tierpark-berlin.de;U-Bhf. Tierpark, Bus 296, 396, Tram M 17, 27;1.1.-19.3.: 9-16 Uhr, 20.3.-12-9:. 9-18 Uhr, 13.9.-24.10.: 9-17 Uhr, 15.10.-30.12:. 9-16 Uhr;52,49626;13,52734;;Tier + Natur;Tierparks, Zoos + Aquarien;Auf dem weitläufigen Gelände des größten Landschaftstiergarten Europas kann einem schnell mal die Puste ausgehen - kein Problem, denn dafür gibt es die Tierparkbahn oder Bollerwagen zu mieten.  Einen besonderen Blick hinter die Kulissen erhalten Geburtstagskinder, die beim Erlebnisgeburtstag mit Elefanten und Alpakas und auf Tuchfüllung gehen können. Aber auch bei den regelmäßigen Märchenstunden oder zur Vogelstimmenführung taucht man ganz in die Welt der Tiere ein. ;;tip_10028.jpg;Tierpark Berlin;adress
26946;Ziegenhof;Kinderbauernhof;;Danckelmannstr. 14-16, Eingang über Durchfahrt Danckelmannstr. 16;14059;Berlin;Charlottenburg;030 3256577;ziegenhof-berlin@arcor.de;www.klausenerplatz-kiez.de;U-Bhf. Sophie-Charlotte-Platz, S-Bhf. Westend, Bus 309, M45;durchgehend;52,5148;13,28992;;Tier + Natur;Tierparks, Zoos + Aquarien;"Mitten im früheren Charlottenburger Sanierungsgebiet Klausenerplatz leben ein paar Ziegen in harmonischer Wohngemeinschaft mit Federvieh. Als der Senat in den 80er Jahren die Grünfläche bebauen wollte, besetzten die heutigen Mieter kurzerhand den Hinterhof und richteten einen Kinderbauernhof ein, der seit über 25 Jahren ehrenamtlich bewirtschaftet wird.
";;tip_26946.jpg;Kurt Bouda | pixelio.de;adress
10029;Zoologischer Garten;Berlin AG;;Hardenbergplatz 8, Budapester Str. 32;10787;Berlin;Charlottenburg;030 254010;;www.zoo-berlin.de;U+S-Bhf. Zoologischer Garten, U-Bhf. Zoologischer Garten, S-Bhf. Zoologischer Garten;April bis 14. Okt. tgl. 9-19 Uhr, 15. Okt. bis März tgl. 9-17 Uhr, Nachtführungen ab Anfang Oktober;52,50691;13,33417;;Tier + Natur;Tierparks, Zoos + Aquarien;"Schon x-mal am ""Zoo"" gewesen und noch nie ein Tier gesehen? Dann wird es Zeit, einmal den Bahnhof zu verlassen und den artenreichsten zoologischen Garten der Welt zu besuchen. Wer mehr als nur Besucher sein möchte, kann die Tierwelt auch auf andere Weise kennen lernen: In der Zooschule werden u.a. Führungen und Rätselsafaris angeboten, junge Forscher können sich in der Junior Zoo-Universität einschreiben und es gibt ein vielfältiges Geburtstagsprogramm.";;tip_10029.jpg;;adress
37648;Marmelädchen;;;Schönhauser Straße 63/64;13127;Berlin;Pankow;030 4741844;annegretebel@web.de;www.marmelaedchen-berlin.de;Bus 124;;52,59661;13,38725;;Tier + Natur;Umwelt- + Artenschutz;In Annegret Ebels Wunderland zur Schatzsuche in die Felder ausschwärmen, im Baumhaus spielen, sich an der Feuertonne wärmen oder im kuscheligen Barfußraum den Geschichten aus aller Welt lauschen und bei selbst gebackenem Kuchen den Ehrentag ausklingen lassen ist wunderbar. Egal ob Kindergeburtstag mit Motto oder einfach nur so, es finden sich immer Gründe für einen Ausflug in die kleine Fantasiewelt der freundlichen Kräuterhexe.  ;;tip_37648.jpg;Knut Koop;adress
